"phylum","class","order","family","genus","species","specificEpithet","sex","sampleSizeValue","inTextReference","publicationYear","fullReference","body mass","body mass - units","body mass - minimum","body mass - maximum","body mass - method","body mass - comments","body mass - metadata comment","original body mass","original body mass - units","metabolic rate","metabolic rate - units","metabolic rate - minimum","metabolic rate - maximum","metabolic rate - method","metabolic rate - comments","metabolic rate - metadata comment","original metabolic rate","original metabolic rate - units","original respiratoryQuotient","original temperature","mass-specific metabolic rate","mass-specific metabolic rate - units","brain size","brain size - units","brain size - minimum","brain size - maximum","brain size - method","brain size - comments","brain size - metadata comment","original brain size","original brain size - units"
"Chordata","Aves","Anseriformes","Anatidae","Aythya","Aythya marila","marila","female",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",0.787,"kg",,,"","",,"0.787","kg",,"",,,,"","",,"",,,,"",0.0047859,"kg",,,"brain weighed","",,"4.7859","g"
"Chordata","Aves","Passeriformes","Passeridae","Passer","Passer domesticus","domesticus","female",11,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",0.02326,"kg",,,"","",,"0.02326","kg",,"",,,,"","",,"",,,,"",0.0010185,"kg",,,"brain weighed","",,"1.0185","g"
"Chordata","Aves","Passeriformes","Passeridae","Passer","Passer domesticus","domesticus","male",75,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",0.02357,"kg",,,"","",,"0.02357","kg",,"",,,,"","",,"",,,,"",0.0010278,"kg",,,"brain weighed","",,"1.0278","g"
"Chordata","Aves","Passeriformes","Passerellidae","Melospiza","Melospiza melodia","melodia","female",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",0.021,"kg",,,"","",,"0.021","kg",,"",,,,"","",,"",,,,"",0.0011,"kg",,,"brain weighed","",,"1.1","g"
"Chordata","Aves","Ciconiiformes","Ciconiidae","Ciconia","Ciconia abdimii","abdimii","male",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",0.95,"kg",,,"","",,"0.95","kg",,"",,,,"","",,"",,,,"",0.0073,"kg",,,"brain weighed","",,"7.3","g"
"Chordata","Aves","Ciconiiformes","Ciconiidae","Ciconia","Ciconia ciconia","ciconia","male",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",3.35,"kg",,,"","",,"3.35","kg",,"",,,,"","",,"",,,,"",0.01624,"kg",,,"brain weighed","",,"16.24","g"
"Chordata","Aves","Ciconiiformes","Ciconiidae","Ciconia","Ciconia ciconia","ciconia","female",2,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",3.334,"kg",,,"","",,"3.334","kg",,"",,,,"","",,"",,,,"",0.01578,"kg",,,"brain weighed","",,"15.78","g"
"Chordata","Aves","Pelecaniformes","Scopidae","Scopus","Scopus umbretta","umbretta","male",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",0.3175,"kg",,,"","",,"0.3175","kg",,"",,,,"","",,"",,,,"",0.00393,"kg",,,"brain weighed","",,"3.93","g"
"Chordata","Aves","Ciconiiformes","Ciconiidae","Leptoptilos","Leptoptilos crumeniferus","crumeniferus","male",2,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",7.13,"kg",,,"","",,"7.13","kg",,"",,,,"","",,"",,,,"",0.03014,"kg",,,"brain weighed","",,"30.14","g"
"Chordata","Aves","Passeriformes","Hirundinidae","Hirundo","Hirundo rustica","rustica","male",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",0.0215,"kg",,,"","",,"0.0215","kg",,"",,,,"","",,"",,,,"",0.000904,"kg",,,"brain weighed","",,"0.904","g"
"Chordata","Aves","Passeriformes","Hirundinidae","Hirundo","Hirundo rustica","rustica","female",2,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",0.021,"kg",,,"","",,"0.021","kg",,"",,,,"","",,"",,,,"",0.000879,"kg",,,"brain weighed","",,"0.879","g"
"Chordata","Aves","Anseriformes","Anatidae","Anas","Anas carolinensis","carolinensis","female",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",0.305,"kg",,,"","",,"0.305","kg",,"",,,,"","",,"",,,,"",0.003116,"kg",,,"brain weighed","",,"3.116","g"
"Chordata","Aves","Passeriformes","Sturnidae","Sturnus","Sturnus vulgaris","vulgaris","female",10,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",0.05835,"kg",,,"","",,"0.05835","kg",,"",,,,"","",,"",,,,"",0.0018248,"kg",,,"brain weighed","",,"1.8248","g"
"Chordata","Aves","Passeriformes","Sturnidae","Sturnus","Sturnus vulgaris","vulgaris","male",15,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",0.05736,"kg",,,"","",,"0.05736","kg",,"",,,,"","",,"",,,,"",0.0018701,"kg",,,"brain weighed","",,"1.8701","g"
"Chordata","Aves","Accipitriformes","Accipitridae","Gyps","Gyps africanus","africanus","female",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",5.27,"kg",,,"","",,"5.27","kg",,"",,,,"","",,"",,,,"",0.0196,"kg",,,"brain weighed","",,"19.6","g"
"Chordata","Mammalia","Carnivora","Ursidae","Ursus","Ursus arctos","arctos","female",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",142.88,"kg",,,"","",,"142.88","kg",,"",,,,"","",,"",,,,"",0.2339,"kg",,,"brain weighed","",,"233.9","g"
"Chordata","Mammalia","Carnivora","Ursidae","Ursus","Ursus maritimus","maritimus","male",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",199.57,"kg",,,"","",,"199.57","kg",,"",,,,"","",,"",,,,"",0.489,"kg",,,"brain weighed","",,"489","g"
"Chordata","Mammalia","Carnivora","Ursidae","Ursus","Ursus maritimus","maritimus","female",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",317,"kg",,,"","",,"317","kg",,"",,,,"","",,"",,,,"",0.507,"kg",,,"brain weighed","",,"507","g"
"Chordata","Mammalia","Carnivora","Viverridae","Spilogale","Spilogale arizonae","arizonae","female",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",,"",,,,"","",,"",,"",,,,"","",,"",,,,"",0.006,"kg",,,"brain weighed","",,"6","g"
"Chordata","Mammalia","Carnivora","Felidae","Felis","Felis silestris","silestris","",2,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",1.542,"kg",,,"","",,"1.542","kg",,"",,,,"","",,"",,,,"",0.018,"kg",,,"brain weighed","",,"18","g"
"Chordata","Mammalia","Carnivora","Felidae","Felis","Felis silestris","silestris","female",2,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",2.885,"kg",,,"","",,"2.885","kg",,"",,,,"","",,"",,,,"",0.02346,"kg",,,"brain weighed","",,"23.46","g"
"Chordata","Mammalia","Carnivora","Felidae","Felis","Felis silestris","silestris","male",5,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",3.778,"kg",,,"","",,"3.778","kg",,"",,,,"","",,"",,,,"",0.02837,"kg",,,"brain weighed","",,"28.37","g"
"Chordata","Mammalia","Carnivora","Felidae","Felis","Felis silestris","silestris","male",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",5.012,"kg",,,"","",,"5.012","kg",,"",,,,"","",,"",,,,"",0.02823,"kg",,,"brain weighed","",,"28.23","g"
"Chordata","Mammalia","Carnivora","Viverridae","Genetta","Genetta tigrina","tigrina","male",2,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",1.302,"kg",,,"","",,"1.302","kg",,"",,,,"","",,"",,,,"",0.01589,"kg",,,"brain weighed","",,"15.89","g"
"Chordata","Mammalia","Carnivora","Viverridae","Genetta","Genetta tigrina","tigrina","female",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",1.525,"kg",,,"","",,"1.525","kg",,"",,,,"","",,"",,,,"",0.01535,"kg",,,"brain weighed","",,"15.35","g"
"Chordata","Mammalia","Carnivora","Procyonidae","Bassariscus","Bassariscus astutus","astutus","male",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",,"",,,,"","",,"",,"",,,,"","",,"",,,,"",0.0171,"kg",,,"brain weighed","",,"17.1","g"
"Chordata","Mammalia","Carnivora","Felidae","Felis","Felis silvestris","silvestris","female",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",2.7,"kg",,,"","",,"2.7","kg",,"",,,,"","",,"",,,,"",0.02848,"kg",,,"brain weighed","",,"28.48","g"
"Chordata","Mammalia","Carnivora","Felidae","Acinonyx","Acinonyx jubatus","jubatus","male",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",22.2,"kg",,,"","",,"22.2","kg",,"",,,,"","",,"",,,,"",,"",,,,"","",,""
"Chordata","Mammalia","Carnivora","Felidae","Acinonyx","Acinonyx jubatus","jubatus","male",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",40.82,"kg",,,"","",,"40.82","kg",,"",,,,"","",,"",,,,"",,"",,,,"","",,""
"Chordata","Mammalia","Carnivora","Procyonidae","Nasua","Nasua narica","narica","",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",,"",,,,"","",,"",,"",,,,"","",,"",,,,"",0.0233,"kg",,,"brain weighed","",,"23.3","g"
"Chordata","Mammalia","Carnivora","Procyonidae","Nasua","Nasua narica","narica","male",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",6.25,"kg",,,"","",,"6.25","kg",,"",,,,"","",,"",,,,"",0.04417,"kg",,,"brain weighed","",,"44.17","g"
"Chordata","Mammalia","Carnivora","Canidae","Canis","Canis latrans","latrans","female",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",8.51,"kg",,,"","",,"8.51","kg",,"",,,,"","",,"",,,,"",0.08424,"kg",,,"brain weighed","",,"84.24","g"
"Chordata","Mammalia","Carnivora","Canidae","Canis","Canis latrans","latrans","female",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",,"",,,,"","",,"",,"",,,,"","",,"",,,,"",0.08,"kg",,,"brain weighed","",,"80","g"
"Chordata","Mammalia","Carnivora","Canidae","Canis","Canis familiaris","familiaris","male",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",14.56,"kg",,,"","",,"14.56","kg",,"",,,,"","",,"",,,,"",0.07999,"kg",,,"brain weighed","",,"79.99","g"
"Chordata","Mammalia","Carnivora","Canidae","Canis","Canis familiaris","familiaris","female",2,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",12.47,"kg",,,"","",,"12.47","kg",,"",,,,"","",,"",,,,"",0.08114,"kg",,,"brain weighed","",,"81.14","g"
"Chordata","Mammalia","Carnivora","Canidae","Canis","Canis familiaris","familiaris","male",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",24.49,"kg",,,"","",,"24.49","kg",,"",,,,"","",,"",,,,"",0.1059,"kg",,,"brain weighed","",,"105.9","g"
"Chordata","Mammalia","Carnivora","Canidae","Canis","Canis familiaris","familiaris","male",2,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",31.75,"kg",,,"","",,"31.75","kg",,"",,,,"","",,"",,,,"",0.1307,"kg",,,"brain weighed","",,"130.7","g"
"Chordata","Mammalia","Carnivora","Canidae","Canis","Canis familiaris","familiaris","male",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",26.94,"kg",,,"","",,"26.94","kg",,"",,,,"","",,"",,,,"",0.0793,"kg",,,"brain weighed","",,"79.3","g"
"Chordata","Mammalia","Carnivora","Canidae","Canis","Canis familiaris","familiaris","female",2,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",14.75,"kg",,,"","",,"14.75","kg",,"",,,,"","",,"",,,,"",0.06653,"kg",,,"brain weighed","",,"66.53","g"
"Chordata","Mammalia","Carnivora","Canidae","Canis","Canis familiaris","familiaris","male",2,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",11.26,"kg",,,"","",,"11.26","kg",,"",,,,"","",,"",,,,"",0.0876,"kg",,,"brain weighed","",,"87.6","g"
"Chordata","Mammalia","Carnivora","Canidae","Canis","Canis familiaris","familiaris","female",4,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",23.71,"kg",,,"","",,"23.71","kg",,"",,,,"","",,"",,,,"",0.08463,"kg",,,"brain weighed","",,"84.63","g"
"Chordata","Mammalia","Carnivora","Canidae","Canis","Canis familiaris","familiaris","",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",19.28,"kg",,,"","",,"19.28","kg",,"",,,,"","",,"",,,,"",0.09,"kg",,,"brain weighed","",,"90","g"
"Chordata","Mammalia","Carnivora","Canidae","Canis","Canis familiaris","familiaris","male",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",38.42,"kg",,,"","",,"38.42","kg",,"",,,,"","",,"",,,,"",0.0952,"kg",,,"brain weighed","",,"95.2","g"
"Chordata","Mammalia","Carnivora","Canidae","Otocyon","Otocyon megalotis","megalotis","female",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",3.335,"kg",,,"","",,"3.335","kg",,"",,,,"","",,"",,,,"",0.02609,"kg",,,"brain weighed","",,"26.09","g"
"Chordata","Mammalia","Carnivora","Canidae","Urocyon","Urocyon cinereoargenteus","cinereoargenteus","female",2,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",,"",,,,"","",,"",,"",,,,"","",,"",,,,"",0.032,"kg",,,"brain weighed","",,"32","g"
"Chordata","Mammalia","Carnivora","Canidae","Urocyon","Urocyon cinereoargenteus","cinereoargenteus","male",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",3.749,"kg",,,"","",,"3.749","kg",,"",,,,"","",,"",,,,"",0.03728,"kg",,,"brain weighed","",,"37.28","g"
"Chordata","Mammalia","Carnivora","Canidae","Urocyon","Urocyon cinereoargenteus","cinereoargenteus","male",4,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",,"",,,,"","",,"",,"",,,,"","",,"",,,,"",0.0352,"kg",,,"brain weighed","",,"35.2","g"
"Chordata","Mammalia","Carnivora","Canidae","Vulpes","Vulpes fulva","fulva","female",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",4.625,"kg",,,"","",,"4.625","kg",,"",,,,"","",,"",,,,"",0.0533,"kg",,,"brain weighed","",,"53.3","g"
"Chordata","Mammalia","Carnivora","Canidae","Vulpes","Vulpes lagopus","lagopus","male",1,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",3.385,"kg",,,"","",,"3.385","kg",,"",,,,"","",,"",,,,"",0.0445,"kg",,,"brain weighed","",,"44.5","g"
"Chordata","Mammalia","Carnivora","Hyaenidae","Crocuta","Crocuta crocuta","crocuta","",2,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",62.37,"kg",,,"","",,"62.37","kg",,"",,,,"","",,"",,,,"",0.175,"kg",,,"brain weighed","",,"175","g"
"Chordata","Mammalia","Carnivora","Canidae","Canis","Canis mesomelas","mesomelas","male",2,"Crile & Quiring, 1940","1940","Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science",2.85,"kg",,,"","",,"2.85","kg",,"",,,,"","",,"",,,,"",0.046,"kg",,,"brain weighed","",,"46","g"
